province;red;green;blue;x;x
10045;52;97;207;Swift Current;x
10046;63;26;150;Kindersley;x
10047;176;211;74;North Battleford;x
10048;99;153;103;Saskatoon;x
10049;16;236;1;Wynyard;x
10050;30;37;232;Big Arm Lake;x
10051;66;33;44;Whitewood;x
10052;120;239;211;Hudson Bay;x
10053;84;114;235;Dore Lake;x
10054;29;3;148;Division Lake;x
10055;24;154;217;Amisk Lake;x
10056;190;174;96;Deschambault Lake;x
10057;153;197;79;La Ronge;x
10058;170;249;34;Big River;x
10059;56;161;133;Meadow Lake;x
10060;88;35;20;Buffalo Narrows;x
10061;157;89;190;Wollaston Lake;x
10062;145;230;175;Gunnar;x
10063;229;169;157;Black Lake;x
10064;45;7;20;Saskatchewan;x
10065;64;134;151;Tadoule Lake;x
10066;221;81;194;Lac Brochet;x
10067;129;35;33;Sand Lakes;x
10068;95;26;123;Sundance;x
10069;26;158;204;Split Lake;x
10070;132;181;57;Ilford;x
10071;73;195;165;Pikwitonei;x
10072;196;159;190;Cross Lake;x
10073;20;124;113;Notigi;x
10074;66;159;76;Leaf Rapids;x
10075;119;31;127;Kinoosao;x
10076;173;132;49;Pukatawagan;x
10077;164;6;243;Herchmer;x
10078;4;144;151;Wasagamack;x
10079;115;62;78;Nanowin;x
10080;106;172;170;Moose Lake;x
10081;251;229;149;Cormorant;x
10082;134;40;88;Swan River;x
10083;188;246;1;Dauphin;x
10084;136;229;24;Russell;x
10085;186;129;81;Brandon;x
10086;82;49;42;Steinbach;x
10087;37;191;230;Lake of the Woods;x
10088;62;73;246;Lake Nipigon;x
10089;45;116;204;Weagamow Lakes;x
10090;68;47;159;Dryden;x
10091;81;227;140;Atikokan;x
10092;205;49;57;Upsala;x
10093;94;107;36;Ignace;x
10094;16;12;115;Armstrong;x
10095;179;194;226;Savant Lake;x
10096;133;220;167;Red Lake;x
10097;170;235;81;Pikangikum;x
10098;135;155;190;Muskrat Dam;x
10099;107;252;188;Kasabonika;x
10100;28;60;49;Webequie;x
10101;207;224;156;Peawanuck;x
10102;134;233;57;Nipigon;x
10103;246;38;34;Ombabika;x
10104;238;246;89;Fort Hope;x
10105;226;60;204;Terrace Bay;x
10106;166;81;193;Longlac;x
10107;5;122;137;Ogoki;x
10108;150;233;81;Fort Albany;x
10109;43;115;222;Algoma Lake;x
10110;162;134;182;Timmins;x
10111;49;241;12;Chapleau;x
10112;62;50;123;Wawa;x
10113;181;218;204;Sault Ste. Marie;x
10114;125;174;71;Wikwemikong;x
10115;177;89;34;Gogama;x
10116;199;237;185;Kitchener;x
10117;147;167;75;Brampton;x
10118;129;192;185;Hamilton;x
10119;101;245;40;Orillia;x
10120;66;165;149;Peterborough;x
10121;75;47;67;Belleville;x
10122;45;4;137;Shamattawa;x
10123;128;116;137;Fort Rupert;x
10124;80;34;182;Joutel;x
10125;8;142;135;Waswanipi;x
10126;80;78;71;Nimescau;x
10127;51;60;199;Mistissini;x
10128;31;179;246;Lake Outardes;x
10129;243;104;202;Radison;x
10130;64;206;96;Sanikiluaq;x
10131;175;158;143;Kuujjuarapik;x
10132;126;20;80;Umiujaq;x
10133;150;23;15;Puvirnituq;x
10134;223;225;5;Salluit;x
10135;3;94;39;Kangiqsujuaq;x
10136;61;89;124;Quaqtaq;x
10137;232;168;82;Aupaluk;x
10138;249;134;149;Kuujjuaq;x
10139;88;158;78;Fort Mackenzie;x
10140;115;76;44;Menihek;x
10141;164;196;149;Kangiqsualujjuaq;x
10142;37;175;22;Killiniq;x
10143;212;35;162;Nain;x
10144;86;253;105;Natuashish;x
10145;72;188;140;North West River;x
10146;156;126;87;Charlottetown;x
10147;33;233;78;Blanc-Sabbon;x
10148;148;61;185;Churchill Falls;x
10149;97;88;206;Ashuanipi;x
10150;84;208;3;Kegashka;x
10151;188;63;166;Port au Choix;x
10152;44;191;96;Corner Brook;x
10153;59;206;102;Saint-Pierre;x
10154;113;176;116;Clarenville;x
10155;129;236;120;Placentia;x
10156;41;91;82;St. John's;x
10157;39;88;54;Springdale;x
10158;43;7;3;Bay du Nord Wilderness;x
10159;15;0;98;Harbour Breton;x
10160;74;250;217;Newfoundland Lakes;x
10161;244;224;75;Baie-Corneau;x
10162;65;9;88;Torngat Mountains;x
10163;214;197;127;Gagnon;x
10164;94;55;122;Lower Labrador Wilderness;x
10165;26;206;159;Victoriaville;x
10166;232;69;240;Mont-Tremblant;x
10167;96;166;85;Matane;x
10168;231;7;29;Edmundston;x
10169;228;37;178;Bathurst;x
10170;186;141;191;New Glasgow;x
10171;115;22;125;Port Dufferin;x
10172;247;104;75;Campbellton;x
10173;202;63;243;Kedgwick;x
10174;49;27;17;Hartland;x
10175;108;4;86;Petitcodiac;x
10176;245;78;74;Amherst;x
10177;182;60;174;Cardigan;x
10178;3;18;239;Cheticamp;x
10179;226;5;221;Dartmouth;x
10180;234;26;161;Wolfville;x
10181;176;24;85;Allagash;x
10182;111;152;254;Moosehead Lake;x
10183;24;89;163;Jackman;x
10184;102;193;109;Montmagny;x
10185;66;172;35;Drummondville;x
10186;230;234;227;Sorel;x
10187;82;74;61;Thetford Mines;x
10188;142;141;213;Granby;x
10189;152;183;195;Saint-Jerome;x
10190;84;79;232;Sarnia;x
10191;140;130;194;Collingwood;x
10192;232;186;213;Barrie;x
10193;246;14;172;Simcoe;x
10194;213;166;216;Oshawa;x
10195;47;5;119;Millinocket;x
10196;105;9;228;Skowhegan;x
10197;232;74;244;Waterville;x
10198;45;12;93;Brunswick;x
10199;97;110;75;Ellsworth;x
10200;123;205;180;Lewiston;x
10201;226;57;2;Concord;x
10202;166;228;147;Keene;x
10203;98;0;70;Lancaster;x
10204;168;215;49;Rutland;x
10205;18;149;74;Burlington;x
10206;175;182;190;Killington;x
10207;214;58;170;Northhampton;x
10208;224;144;150;Worcester;x
10209;12;237;99;Barnstable;x
10210;119;88;154;Warwick;x
10211;76;66;76;Hartford;x
10212;103;37;176;New Haven;x
10213;223;39;85;Danbury;x
10214;161;163;146;Huntington;x
10215;212;242;171;Schenectady;x
10216;209;124;164;Potsdam;x
10217;69;162;185;Utica;x
10218;20;175;108;Binghampton;x
10219;154;198;131;Elmira;x
10220;191;62;57;Jamestown;x
10221;9;230;183;Oswego;x
10222;81;103;19;Newburgh;x
10223;134;170;55;Allentown;x
10224;180;163;19;Wilkes-Barre;x
10225;195;81;61;York;x
10226;223;89;110;Reading;x
10227;165;17;250;Lancaster;x
10228;225;102;162;Johnstown;x
10229;97;35;95;Mansfield;x
10230;140;14;152;Warren;x
10231;232;228;61;Dubois;x
10232;79;166;194;Grove City;x
10233;101;79;193;Trenton;x
10234;218;164;239;Toms River;x
10235;66;200;81;Atlantic City;x
10236;57;46;205;Wilmington;x
10237;16;1;172;Hagerstown;x
10238;116;94;146;Frederick;x
10239;186;72;140;Washington;x
10240;50;178;119;Annapolis;x
10241;37;166;32;Salisbury;x
10242;82;97;39;Chincoteague;x
10243;147;163;111;Newport News;x
10244;148;147;182;Chesapeake;x
10245;112;4;104;Emporia;x
10246;231;171;97;Lynchburg;x
10247;96;51;36;Charlottesville;x
10248;46;123;230;Winchester;x
10249;50;201;69;Blacksburg;x
10250;141;156;38;Martinsburg;x
10251;47;11;227;Morgantown;x
10252;74;54;52;Glenville;x
10253;103;3;29;Lewisburg;x
10254;18;82;242;Logan;x
10255;226;203;206;Huntington;x
10256;87;154;172;Youngstown;x
10257;34;28;156;Warren;x
10258;78;123;45;Ashtabula;x
10259;203;106;26;Akron;x
10260;59;85;56;Mansfield;x
10261;199;91;91;Canton;x
10262;39;204;103;Marietta;x
10263;117;177;162;Portsmouth;x
10264;230;237;139;Columbus;x
10265;98;217;180;Dayton;x
10266;118;178;139;Lima;x
10267;28;75;158;Marion;x
10268;188;6;35;Sandusky;x
10269;64;235;55;Kalamazoo;x
10270;211;183;168;Lansing;x
10271;130;190;64;Jackson;x
10272;73;189;98;Holland;x
10273;230;125;170;Muskegon;x
10274;145;231;24;Port Austin;x
10275;3;152;66;Ann Arbor;x
10276;122;38;164;Midland;x
10277;250;219;159;Grayling;x
10278;161;3;140;Cadillac;x
10279;204;25;109;Charlevoix;x
10280;155;28;175;Kinross;x
10281;114;106;146;Naubinway;x
10282;95;24;159;Manistique;x
10283;95;236;159;Norway;x
10284;222;125;204;Marquette;x
10285;111;120;170;L'Anse;x
10286;83;173;24;Ontonagon;x
10287;60;218;172;Kenosha;x
10288;26;90;117;Janesville;x
10289;212;124;88;Madison;x
10290;0;24;29;Waukesha;x
10291;92;122;214;Fond du Lac;x
10292;50;137;86;Oshkosh;x
10293;76;45;85;Appleton;x
10294;224;65;33;Green Bay;x
10295;152;225;119;Algoma;x
10296;115;194;80;Sheboygan;x
10297;56;103;30;Manitowoc;x
10298;202;172;172;Manistee;x
10299;189;222;184;Newaygo;x
10300;181;16;7;Clare;x
10301;27;147;40;Platteville;x
10302;72;155;188;Waupaca;x
10303;148;73;174;Shawano;x
10304;194;47;144;Wausau;x
10305;3;181;169;Tomah;x
10306;146;228;13;Eau Claire;x
10307;13;145;122;Neillsville;x
10308;175;97;41;Crivitz;x
10309;209;221;75;Crandon;x
10310;151;148;19;Ashland;x
10311;181;214;61;Ladysmith;x
10312;78;221;108;Minong;x
10313;71;218;161;Rochester;x
10314;84;188;140;Albert Lea;x
10315;198;188;211;Owatonna;x
10316;130;40;83;Mankato;x
10317;130;189;239;Windom;x
10318;207;230;84;Luverne;x
10319;203;12;27;Redwood Falls;x
10320;205;183;57;Willmar;x
10321;184;168;23;St Cloud;x
10322;203;250;156;Mora;x
10323;210;138;13;Fergus Falls;x
10324;230;47;6;Hinckley;x
10325;218;153;71;Brainerd;x
10326;17;131;221;Mille Lacs;x
10327;11;44;217;Leech Lake;x
10328;31;118;214;Red Lake;x
10329;197;254;50;Aitkin;x
10330;143;222;80;Hibbing;x
10331;61;140;148;Silver Bay;x
10332;157;139;34;Lutsen;x
10333;158;105;3;Soudan;x
10334;172;180;81;Northome;x
10335;176;152;163;Walker;x
10336;1;207;170;Perham;x
10337;167;77;39;Crookston;x
10338;156;78;113;Hallock;x
10339;234;6;175;Warroad;x
10340;122;131;107;Fargo;x
10341;9;211;40;Grand Forks;x
10342;231;11;63;Langdon;x
10343;178;114;173;Rugby;x
10344;225;197;52;Harvey;x
10345;194;149;170;Amindon;x
10346;73;216;191;Elgin;x
10347;55;83;178;Williston;x
10348;67;24;175;Bowbells;x
10349;164;226;15;Mandaree;x
10350;187;148;2;Lake Andes;x
10351;171;72;128;Wolsey;x
10352;122;242;198;Brookings;x
10353;141;42;93;Watertown;x
10354;73;51;1;Aberdeen;x
10355;88;93;158;Pierre;x
10356;185;103;97;Murdo;x
10357;238;89;41;Rapid City;x
10358;35;179;142;Redig;x
10359;201;120;247;Timber Lake;x
10360;53;76;59;Eagle Butte;x
10361;140;17;34;Wanblee;x
10362;156;78;38;Glendive;x
10363;164;125;17;Forsyth;x
10364;208;124;30;Billings;x
10365;122;140;143;Brockton;x
10366;148;224;26;Greycliff;x
10367;44;188;75;Shawmut;x
10368;205;6;168;Cohagen;x
10369;68;128;164;Malta;x
10370;113;172;8;Virgelle;x
10371;125;49;73;Stanford;x
10372;171;227;252;Great Falls;x
10373;166;219;110;Helena;x
10374;125;103;95;Ennis;x
10375;55;206;107;Butte;x
10376;9;232;135;Sula;x
10377;47;45;15;Rocky Mountains;x
10378;109;55;128;Rocky Mountains;x
10379;87;39;7;Rocky Mountains;x
10380;109;48;137;Rocky Mountains;x
10381;1;12;68;Rocky Mountains;x
10382;49;9;146;Rocky Mountains;x
10383;14;165;66;Monida;x
10384;132;59;45;Missoula;x
10385;75;51;30;Rocky Mountains;x
10386;16;223;94;Drummond;x
10387;242;126;106;Polson;x
10388;47;95;40;Kalispell;x
10389;74;137;120;Libby;x
10390;227;32;128;Noxon;x
10391;189;166;6;Browning;x
10392;127;145;165;Sandpoint;x
10393;177;161;113;Coeur d'Alene;x
10394;120;188;105;Wallace;x
10395;152;98;145;Potlatch;x
10396;80;5;120;Rocky Mountains;x
10397;25;236;31;Kooskia;x
10398;140;89;32;Orofino;x
10399;37;150;45;Cottonwood;x
10400;36;254;115;Weiser;x
10401;236;99;31;Cascade;x
10402;108;6;178;Salmon;x
10403;218;11;138;Challis;x
10404;96;15;58;Rocky Mountains;x
10405;91;26;18;Rocky Mountains;x
10406;201;180;186;Grandjean;x
10407;136;158;3;Boise;x
10408;6;64;99;Fairfield;x
10409;119;195;57;Carey;x
10410;180;220;64;Mackay;x
10411;64;13;244;Nicholia;x
10412;126;101;184;Kilgore;x
10413;6;108;44;Idaho Falls;x
10414;143;145;171;Preston;x
10415;166;154;45;Albion;x
10416;174;194;87;Twin Falls;x
10417;153;118;148;Wickahoney;x
10418;126;190;105;Colville;x
10419;102;234;56;Tonasket;x
10420;11;22;145;Cascade Ranges;x
10421;23;24;192;Cascade Ranges;x
10422;77;143;216;Wenatchee;x
10423;48;46;119;Wilbur;x
10424;38;119;6;Othello;x
10425;27;112;200;Richland;x
10426;29;186;99;Washtucna;x
10427;54;206;49;Pullman;x
10428;192;7;110;Bellingham;x
10429;24;117;88;Everett;x
10430;18;91;186;Kent;x
10431;216;37;86;Olympia;x
10432;74;63;31;Olympic Range;x
10433;157;166;151;Sequim;x
10434;114;73;92;Forks;x
10435;200;40;217;Raymond;x
10436;7;224;181;Chehalis;x
10437;61;10;176;Mt Rainier;x
10438;101;64;234;Puyallup;x
10439;32;27;225;Castle Rock;x
10440;6;73;31;Hood River;x
10441;246;60;111;Durkee;x
10442;233;226;80;Pendleton;x
10443;209;57;31;Arlington;x
10444;58;26;87;Cascade Range;x
10445;188;25;148;Portland;x
10446;15;205;189;Maupin;x
10447;67;171;30;Albany;x
10448;157;250;4;Corvallis;x
10449;252;107;184;Lincoln City;x
10450;237;50;11;Eugene;x
10451;17;245;113;Florence;x
10452;205;212;131;Roseburg;x
10453;182;62;184;Port Orford;x
10454;180;6;23;Medford;x
10455;107;165;22;Chemult;x
10456;251;21;221;Klamath Falls;x
10457;139;49;131;Silver Lake;x
10458;171;177;18;Mitchell;x
10459;102;212;77;Greenhorn;x
10460;171;82;141;Juntura;x
10461;201;5;221;Burns;x
10462;215;141;59;Arock;x
10463;53;66;24;Valley Falls;x
10464;38;43;27;Coastal Range;x
10465;74;12;110;Coastal Range;x
10466;31;60;71;Sierra Nevada;x
10467;71;123;98;Klamath;x
10468;47;130;100;Redding;x
10469;85;39;111;Tionesta;x
10470;45;233;61;McArthur;x
10471;228;157;249;Cedarville;x
10472;104;176;99;Graeagle;x
10473;76;124;196;Yuba City;x
10474;2;159;248;Chico;x
10475;7;237;175;Red Bluff;x
10476;209;164;147;Roseville;x
10477;133;231;122;Sacramento;x
10478;71;46;217;Leggett;x
10479;101;67;7;Mendocino;x
10480;168;12;159;Clearlake;x
10481;213;127;151;Santa Rosa;x
10482;10;94;80;Concord;x
10483;95;24;147;Folsom;x
10484;44;85;32;Kirkwood;x
10485;214;139;94;San Jose;x
10486;156;58;11;Fresno;x
10487;163;209;150;Mariposa;x
10488;64;126;33;Visalia;x
10489;223;155;41;Santa Maria;x
10490;247;41;253;Avenal;x
10491;93;208;148;Bishop;x
10492;122;51;171;Ryan;x
10493;104;147;7;Baker;x
10494;137;252;194;Victorville;x
10495;234;244;32;Palmdale;x
10496;29;5;67;Ventura;x
10497;22;100;251;Los Angeles;x
10498;51;180;114;Hesperia;x
10499;156;185;119;Irvine;x
10500;132;43;53;Vista;x
10501;250;129;187;Temecula;x
10502;249;5;240;Palm Springs;x
10503;18;51;173;Indio;x
10504;51;86;125;Glamis;x
10505;21;73;194;Blythe;x
10506;82;72;51;Chambless;x
10507;117;161;216;Flathead Lake;x
10508;59;222;240;Lake Pend Oreille;x
10509;47;115;216;Lakes California;x
10510;39;192;166;Platora;x
10511;74;53;65;Reno;x
10512;213;41;252;Carson City;x
10513;133;93;234;Unionville;x
10514;51;168;84;Tuscarora;x
10515;82;253;65;Wells;x
10516;4;27;4;Elko;x
10517;117;1;71;Nevadan Desert;x
10518;247;159;110;Fallon;x
10519;181;144;230;Currie;x
10520;117;55;94;Eastgate;x
10521;122;142;154;Eureka;x
10522;223;228;102;Coaldale;x
10523;85;235;119;Warm Springs;x
10524;118;224;73;Lund;x
10525;66;169;147;Rhyolite;x
10526;143;202;111;Crystal Springs;x
10527;149;159;119;Caliente;x
10528;151;57;47;Las Vegas;x
10529;65;231;196;Moapa;x
10530;223;54;143;Mercury;x
10531;103;141;207;Lucin;x
10532;65;135;209;Ibapah;x
10533;153;123;12;Ogden;x
10534;26;50;94;Uintah;x
10535;98;162;169;Vernal;x
10536;28;247;166;Duchesne;x
10537;192;61;151;Orem;x
10538;75;83;93;Dugway;x
10539;136;81;205;Ephraim;x
10540;33;18;15;Book Cliffs;x
10541;79;2;98;Book Cliffs;x
10542;52;6;160;Henry Mountains;x
10543;245;234;123;Price;x
10544;163;73;75;Thompson Springs;x
10545;218;220;170;Emery;x
10546;244;128;170;Fillmore;x
10547;105;45;104;Milford;x
10548;125;243;216;St. George;x
10549;115;61;103;Escalante;x
10550;63;6;177;Glenn Canyon;x
10551;233;254;225;Bluff;x
10552;13;1;144;Grand Canyon;x
10553;21;102;89;Tuweep;x
10554;157;23;149;Jacob Lake;x
10555;30;46;107;Cameron;x
10556;118;201;170;Seligman;x
10557;143;179;209;Prescott;x
10558;108;248;219;Quartzsite;x
10559;207;165;222;Yuma;x
10560;37;156;136;Las Cruces;x
10561;234;106;28;Estancia;x
10562;155;169;143;Carlsbad;x
10563;18;97;44;Caprock;x
10564;43;207;165;Villaneuva;x
10565;66;14;174;Tucumcari;x
10566;36;4;74;Tierra Amarilla;x
10567;205;20;104;Greeley;x
10568;15;245;176;Walden;x
10569;176;127;115;Elk Springs;x
10570;214;89;4;Denver;x
10571;16;178;170;Colorado Springs;x
10572;150;9;148;Limon;x
10573;71;61;129;Burlington;x
10574;68;31;119;Pueblo;x
10575;146;188;198;La Junta;x
10576;71;18;21;Andrix;x
10577;76;229;196;Trinidad;x
10578;1;184;133;Canon City;x
10579;242;110;199;Durango;x
10580;47;229;230;Montrose;x
10581;44;57;90;Grand Junction;x
10582;2;177;141;Avon;x
10583;194;211;119;Rocky Mountains;x
10584;55;207;170;Sheridan;x
10585;102;192;253;Casper;x
10586;157;49;229;Glendo;x
10587;229;241;252;Rock Springs;x
10588;69;63;203;Hoback;x
10589;164;123;82;Scottsbluff;x
10590;169;158;176;Atkinson;x
10591;124;195;171;Grand Island;x
10592;195;147;14;Valentine;x
10593;181;81;216;North Platte;x
10594;200;155;213;Norfolk;x
10595;10;222;181;Hays;x
10596;219;136;8;Salina;x
10597;7;115;233;Emporia;x
10598;90;86;102;Hutchinson;x
10599;135;15;133;Dodge City;x
10600;103;81;122;Pratt;x
10601;241;68;201;Guymon;x
10602;12;215;75;Laverne;x
10603;151;63;132;Sayre;x
10604;192;66;253;Oklahoma City;x
10605;217;34;71;Stillwater;x
10606;251;202;103;Enid;x
10607;120;69;105;Bartlesville;x
10608;201;142;214;Muskogee;x
10609;175;23;103;McAlester;x
10610;232;41;143;Antlers;x
10611;34;33;32;Ardmore;x
10612;46;124;39;Dalhart;x
10613;192;34;203;Pampa;x
10614;214;60;94;Muleshoe;x
10615;228;135;172;Plainview;x
10616;160;170;231;Memphis;x
10617;88;93;77;Aspermont;x
10618;177;179;99;Fort Worth;x
10619;103;126;243;Weatherford;x
10620;20;103;129;Midland;x
10621;2;146;87;San Angelo;x
10622;117;25;240;Sonora;x
10623;172;191;182;Pecos;x
10624;59;237;32;Allamoore;x
10625;252;27;231;Balmorhea;x
10626;2;149;155;Sheffield;x
10627;71;10;83;Dryden;x
10628;156;222;133;Laredo;x
10629;237;22;227;Kerrville;x
10630;166;106;137;Uvalde;x
10631;199;61;226;Mathis;x
10632;213;171;168;Zapata;x
10633;73;24;170;McAllen;x
10634;224;249;12;Harlingen;x
10635;214;23;157;New Braunfels;x
10636;214;130;145;Austin;x
10637;47;108;237;Temple;x
10638;229;197;88;Killeen;x
10639;106;252;55;Llano;x
10640;173;216;54;Stephenville;x
10641;185;183;202;Brownwood;x
10642;96;79;222;Galveston;x
10643;173;139;169;Port Arthur;x
10644;129;203;147;Bay City;x
10645;117;114;138;Columbus;x
10646;130;55;135;Gonzales;x
10647;145;43;70;College Station;x
10648;97;66;217;Huntsville;x
10649;190;193;216;Corsicana;x
10650;149;121;199;Tyler;x
10651;227;41;125;Longview;x
10652;252;89;146;Nacogdoches;x
10653;42;106;7;Paris;x
10654;188;192;54;Sherman;x
10655;249;191;166;Arlington;x
10656;162;91;213;Hobbs;x
10657;84;93;60;Houma;x
10658;173;39;206;Lafayette;x
10659;223;213;110;Slidell;x
10660;209;87;42;Alexandria;x
10661;115;73;138;Natchitoches;x
10662;229;21;164;Ruston;x
10663;205;178;95;Monroe;x
10664;115;109;146;Crossett;x
10665;22;133;24;DeWitt;x
10666;219;105;74;Little Rock;x
10667;88;129;113;Searcy;x
10668;38;26;81;Pocahontas;x
10669;32;158;48;Harrison;x
10670;112;247;173;Conway;x
10671;241;228;132;Fort Smith;x
10672;7;147;179;El Dorado;x
10673;155;253;15;Poplar Bluff;x
10674;228;184;46;Eminence;x
10675;46;113;189;Rolla;x
10676;152;189;175;St. Louis;x
10677;71;100;196;Joplin;x
10678;212;169;76;Jefferson City;x
10679;156;161;148;Chesterfield;x
10680;97;44;203;Hannibal;x
10681;251;80;63;Kirksville;x
10682;206;223;70;Nevada;x
10683;34;26;192;St Joseph;x
10684;75;81;250;Trenton;x
10685;174;147;96;Lawrence;x
10686;47;117;234;Tecumseh;x
10687;128;244;54;Avoca;x
10688;28;151;114;Fort Dodge;x
10689;31;42;249;Sioux City;x
10690;86;4;237;Sheldon;x
10691;15;18;253;Algona;x
10692;90;186;233;Ames;x
10693;197;36;34;Waterloo;x
10694;153;83;251;Dubuque;x
10695;69;67;186;Waukon;x
10696;105;228;169;Davenport;x
10697;194;121;38;Iowa City;x
10698;232;102;30;Osceola;x
10699;40;113;85;Evanston;x
10700;39;198;53;Rockford;x
10701;85;76;235;Moline;x
10702;54;108;214;Naperville;x
10703;155;212;10;Kankakee;x
10704;181;112;128;Bloomington;x
10705;110;170;143;Peoria;x
10706;215;86;153;Galesburg;x
10707;157;13;205;Decatur;x
10708;14;47;199;Effingham;x
10709;10;85;229;Belleville;x
10710;7;204;207;Mt Vernon;x
10711;73;104;19;Litchfield;x
10712;209;70;165;Indianapolis;x
10713;245;171;134;Lafayette;x
10714;125;133;252;South Bend;x
10715;55;78;228;Elkhart;x
10716;233;126;14;Kokomo;x
10717;3;165;154;Muncie;x
10718;2;15;57;Anderson;x
10719;88;114;68;Richmond;x
10720;49;87;137;Bloomington;x
10721;72;89;240;Terre Haute;x
10722;253;88;8;Hopkinsville;x
10723;159;181;92;Bowling Green;x
10724;124;56;116;Elizabethtown;x
10725;8;149;39;Louisville;x
10726;43;160;35;Frankfort;x
10727;242;170;122;Prestonburg;x
10728;97;253;54;Jackson;x
10729;0;236;123;Humboldt;x
10730;55;120;82;Hohenwald;x
10731;215;209;82;Murfreesboro;x
10732;24;247;84;Lebanon;x
10733;243;25;231;Kingsport;x
10734;123;5;109;Sylva;x
10735;5;105;226;Winston-Salem;x
10736;249;105;191;Greensboro;x
10737;121;13;83;High Point;x
10738;250;55;143;Burlington;x
10739;193;144;5;Raleigh;x
10740;174;236;156;Durham;x
10741;167;94;188;Rocky Mount;x
10742;239;180;112;Jacksonville;x
10743;38;195;124;Anderson;x
10744;126;127;86;Spartanburg;x
10745;149;40;194;Greenwood;x
10746;226;81;39;Florence;x
10747;41;111;166;Rome;x
10748;93;105;25;Athens;x
10749;159;163;216;Columbus;x
10750;233;208;82;Sylvania;x
10751;85;33;242;Swainsboro;x
10752;115;53;199;Alma;x
10753;104;151;128;Tifton;x
10754;223;89;105;Albany;x
10755;46;228;169;Thomasville;x
10756;251;53;156;St. Augustine;x
10757;139;144;56;Daytona;x
10758;11;52;203;Titusville;x
10759;165;36;40;Vero Beach;x
10760;193;71;72;Fort Pierce;x
10761;207;251;162;Sebring;x
10762;121;223;190;Fort Lauderdale;x
10763;119;28;95;Everglades;x
10764;142;116;86;Cape Coral;x
10765;38;218;69;Sarasota;x
10766;22;9;221;St. Petersburg;x
10767;7;128;20;Spring Hill;x
10768;203;168;111;Ocala;x
10769;7;216;161;Gainesville;x
10770;124;2;210;Decatur;x
10771;104;246;40;Birmingham;x
10772;115;34;22;Gadsden;x
10773;131;7;115;Jasper;x
10774;225;3;229;Auburn;x
10775;121;123;59;Dothan;x
10776;236;22;146;Georgiana;x
10777;150;187;160;Livingston;x
10778;66;101;113;Corinth;x
10779;88;39;7;Oxford;x
10780;147;87;58;Clarksdale;x
10781;179;215;200;Winona;x
10782;52;213;175;Starkville;x
10783;88;14;1;Jackson;x
10784;148;80;66;Vicksburg;x
10785;127;189;234;Hattiesburg;x
10786;2;66;34;Gulfport;x
10787;57;152;115;Freeport;x
10788;17;160;104;Coopers Town;x
10789;176;196;138;Dunmore Town;x
10790;247;227;98;Arthur's Town;x
10791;70;103;26;George Town;x
10792;138;138;7;Pirates Well;x
10793;222;76;209;Grace Bay;x
10794;193;253;69;Matanzas;x
10795;207;126;60;Cienfuegos;x
10796;238;185;203;San Cristobal;x
10797;140;34;23;Batalla de las Guasimas;x
10798;185;193;158;Manzanillo;x
10799;90;108;19;Las Tunas;x
10800;203;221;216;Holguin;x
10801;167;123;223;Santiago de Cuba;x
10802;107;249;115;Moa;x
10803;187;102;88;Montego Bay;x
10804;45;225;164;Ocho Rios;x
10805;87;228;31;Jacmel;x
10806;51;76;72;Gonaives;x
10807;83;196;79;La Vega;x
10808;109;25;217;Moca;x
10809;102;86;203;Mayaguez;x
10810;9;38;13;Ponce;x
10811;78;6;40;Scarborough;x
10812;34;158;71;Tijuana;x
10813;231;253;214;Mexicali;x
10814;231;16;119;San Quintin;x
10815;73;79;193;San Felipe;x
10816;36;66;0;Bufeo;x
10817;248;254;92;El Rosario;x
10818;230;77;169;Punta Prieta;x
10819;160;251;161;Guerrero Negro;x
10820;229;49;244;Santa Rosalia;x
10821;124;19;232;Del Vizcaino;x
10822;147;161;189;Loreto;x
10823;119;232;58;La Bocana;x
10824;9;211;117;Puerto Cortes;x
10825;223;226;243;La Paz;x
10826;145;158;51;Cabo San Lucas;x
10827;77;193;109;La Yuta;x
10828;187;40;201;Hermosillo;x
10829;115;219;134;Caborca;x
10830;237;216;102;Nogales;x
10831;247;214;87;Moctezuma;x
10832;33;145;140;Bavispe;x
10833;197;189;62;Yecora;x
10834;163;198;167;Guaymas;x
10835;167;152;146;Tecoripa;x
10836;227;35;25;Ciudad Obregon;x
10837;49;102;20;Navajoa;x
10838;228;142;13;Alamos;x
10839;14;171;30;Ciudad Juarez;x
10840;132;196;150;Neuvo Casas;x
10841;177;231;25;El Largo;x
10842;61;122;82;Carrizal;x
10843;16;220;90;Los Lamentos;x
10844;97;28;65;Ojinaga;x
10845;188;126;251;Chihuahua;x
10846;240;66;197;Delicias;x
10847;226;211;145;Camargo;x
10848;140;17;1;Atascaderos;x
10849;15;175;40;Jimenez;x
10850;140;34;162;Parral;x
10851;98;173;148;Guachochi;x
10852;236;247;136;Cerocahui;x
10853;153;206;7;La Borrega;x
10854;204;232;176;Culiacan;x
10855;49;36;228;Guasave;x
10856;190;43;96;Navalato;x
10857;108;163;198;Mazatlan;x
10858;61;51;232;Piedras Negras;x
10859;1;72;221;Sabinas;x
10860;156;84;127;Monclova;x
10861;182;3;93;Saltillo;x
10862;18;197;46;La Cuesta de Malena;x
10863;90;107;232;General Cepeda;x
10864;234;15;222;Anahuac;x
10865;128;17;45;Monterrey;x
10866;224;167;6;Los Herrera;x
